,country,region,incgroup4,parent,child,MEANp,MEANc,SDp,SDc,CAT,DIF,CAT_ISCED0,CAT_ISCED1,CAT_ISCED2,CAT_ISCED34,GEI %,Gender Economic Participation and Opportunity Equality %,Gender Education Attainment Equality %,Gender Health and Survival Equality %,Gender Political Empowerment,sub-region,Political Instability Estimate,IQ,Average Income (USD),"Education expenditure
per inhabitant (USD)","Daily maximum
temperature Celsius"
102,Australia,East Asia & Pacific,High income,dad,all,9.4394665,11.808908,3.6507576,2.8475268,0.63205248,3.5912597,0.84381825,0.71452314,0.57291073,0.48184279,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
103,Australia,East Asia & Pacific,High income,dad,daughter,9.4445353,11.472141,3.5318644,2.8460479,0.55126339,3.1378441,0.70584899,0.6594609,0.46094447,0.49222493,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
104,Australia,East Asia & Pacific,High income,dad,son,9.4336586,12.194713,3.7848735,2.801837,0.72717702,4.1251311,0.91827166,0.78140396,0.70265102,0.466524,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
105,Australia,East Asia & Pacific,High income,max,all,10.119473,11.845124,3.6750979,2.8566298,0.58449715,3.1345122,0.83594918,0.66342485,0.55151516,0.41716677,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
106,Australia,East Asia & Pacific,High income,max,daughter,10.194112,11.504244,3.56231,2.8642375,0.49834573,2.6232159,0.68615264,0.60183901,0.43632686,0.46718717,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
107,Australia,East Asia & Pacific,High income,max,son,10.032804,12.240948,3.8026788,2.7981706,0.68550992,3.7340083,0.90423709,0.73702818,0.68493295,0.33829132,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
108,Australia,East Asia & Pacific,High income,mom,all,8.6723137,11.797328,3.3868153,2.8381934,0.66692412,3.7614048,0.91028154,0.73336524,0.6141324,0.55747354,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
109,Australia,East Asia & Pacific,High income,mom,daughter,8.7762489,11.464385,3.3890553,2.840661,0.59641308,3.3427243,0.87111515,0.67140841,0.52424508,0.61607188,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
110,Australia,East Asia & Pacific,High income,mom,son,8.5530396,12.179408,3.3826649,2.7887092,0.74639136,4.2332654,0.94951904,0.79991418,0.71888852,0.48660755,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
111,Australia,East Asia & Pacific,High income,avg,all,9.658288,12.677427,3.0542548,2.5578206,0.66166353,3.5278745,0.98174369,0.8357957,0.69725859,0.46971118,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
112,Australia,East Asia & Pacific,High income,avg,daughter,9.5346336,12.478581,3.1512129,2.5571702,0.6388815,3.4836731,0.96676373,0.8838594,0.62173045,0.4511447,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
113,Australia,East Asia & Pacific,High income,avg,son,9.7919312,12.892337,2.941613,2.5423653,0.68598634,3.5750651,1.0,0.77440941,0.7798714,0.4864969,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
114,Australia,East Asia & Pacific,High income,dad,all,9.9696064,12.650809,3.6472712,2.5466504,0.75276601,4.1962123,0.98641938,0.85651207,0.72117817,0.44991192,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
115,Australia,East Asia & Pacific,High income,dad,daughter,9.8463001,12.460656,3.6600144,2.5576935,0.72660482,4.0866933,0.97737163,0.89222813,0.646492,0.47013128,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
116,Australia,East Asia & Pacific,High income,dad,son,10.10135,12.853975,3.6307514,2.5202181,0.78179747,4.3177471,1.0,0.81582952,0.80073601,0.42568406,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
117,Australia,East Asia & Pacific,High income,max,all,10.698448,12.677427,3.5934966,2.5578206,0.71226764,3.7155545,0.98174369,0.83455086,0.69659168,0.41064402,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
118,Australia,East Asia & Pacific,High income,max,daughter,10.552425,12.478581,3.6122928,2.5571702,0.67732584,3.5846918,0.96676373,0.88672316,0.61584717,0.37720403,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
119,Australia,East Asia & Pacific,High income,max,son,10.856269,12.892337,3.5681677,2.5423653,0.75189602,3.8639691,1.0,0.76690638,0.78305233,0.44816217,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
120,Australia,East Asia & Pacific,High income,mom,all,9.3335991,12.613943,3.296823,2.6001089,0.75289583,4.0517797,0.9699235,0.84559137,0.74028558,0.46956298,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
121,Australia,East Asia & Pacific,High income,mom,daughter,9.2459679,12.400787,3.4699643,2.6260777,0.71405035,3.9365683,0.9545027,0.89893681,0.64950842,0.40377676,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
122,Australia,East Asia & Pacific,High income,mom,son,9.4297009,12.847703,3.0946672,2.5522039,0.79432666,4.1746593,1.0,0.77932286,0.82999545,0.52908891,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
123,Australia,East Asia & Pacific,High income,avg,all,10.431962,13.000767,2.9835436,2.4860196,0.65439993,3.2011995,1.0,0.88273984,0.73477578,0.47352692,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
124,Australia,East Asia & Pacific,High income,avg,daughter,10.234472,13.021103,3.1925185,2.5067086,0.66111177,3.456903,1.0,0.90148807,0.72153777,0.47615287,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
125,Australia,East Asia & Pacific,High income,avg,son,10.645614,12.978766,2.7248485,2.4643221,0.64707321,2.922071,1.0,0.85654241,0.74882847,0.47092056,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
126,Australia,East Asia & Pacific,High income,dad,all,10.669963,12.962685,3.6399438,2.4835765,0.76033443,4.0459604,1.0,0.90422928,0.74884903,0.510414,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
127,Australia,East Asia & Pacific,High income,dad,daughter,10.394329,12.985135,3.8252275,2.5147216,0.75792986,4.3544102,1.0,0.90942729,0.73733187,0.47372988,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
128,Australia,East Asia & Pacific,High income,dad,son,10.961619,12.938929,3.4103906,2.4509964,0.76302534,3.7007806,1.0,0.89769995,0.7605046,0.5489701,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
129,Australia,East Asia & Pacific,High income,max,all,11.567265,13.000767,3.3771167,2.4860196,0.70335144,3.3351784,1.0,0.88671023,0.72823739,0.43664131,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
130,Australia,East Asia & Pacific,High income,max,daughter,11.399129,13.021103,3.5617311,2.5067086,0.7041719,3.6163256,1.0,0.91177469,0.70909035,0.42976296,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
131,Australia,East Asia & Pacific,High income,max,son,11.74916,12.978766,3.1567287,2.4643221,0.70244038,3.0229957,1.0,0.85210764,0.74813271,0.44346717,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
132,Australia,East Asia & Pacific,High income,mom,all,10.1829,12.956683,3.3227582,2.4806614,0.75252926,3.7488985,1.0,0.89459038,0.76240844,0.49438292,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
133,Australia,East Asia & Pacific,High income,mom,daughter,10.028217,12.961415,3.5360029,2.5033078,0.76237357,4.007813,1.0,0.89682353,0.74559808,0.55987614,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
134,Australia,East Asia & Pacific,High income,mom,son,10.353475,12.951465,3.062902,2.4564786,0.74192375,3.4699638,1.0,0.89161056,0.78017682,0.44504443,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
135,Australia,East Asia & Pacific,High income,avg,all,11.513741,13.641082,2.8030238,2.4249067,0.67986363,3.1253903,1.0,0.97194004,0.83226013,0.49858651,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
136,Australia,East Asia & Pacific,High income,avg,daughter,11.597661,13.684173,2.7387481,2.3871,0.68344873,3.0499384,1.0,0.96016598,0.79536813,0.54767936,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
137,Australia,East Asia & Pacific,High income,avg,son,11.427361,13.596729,2.8663142,2.463474,0.67623079,3.2018464,1.0,0.98555869,0.86699116,0.4457441,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
138,Australia,East Asia & Pacific,High income,dad,all,11.717372,13.608772,3.3526905,2.4250345,0.81033403,3.9564576,1.0,0.95343274,0.84714639,0.53548801,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
139,Australia,East Asia & Pacific,High income,dad,daughter,11.707879,13.655096,3.3489571,2.3896286,0.82393742,4.0540929,1.0,0.95328534,0.84113616,0.61818767,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
140,Australia,East Asia & Pacific,High income,dad,son,11.727048,13.561557,3.3578892,2.4607184,0.79660046,3.8578882,1.0,0.95364356,0.85287797,0.45435399,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
141,Australia,East Asia & Pacific,High income,max,all,12.682693,13.641082,2.9418175,2.4249067,0.74793029,3.3391182,1.0,0.96915096,0.81923527,0.47079235,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
142,Australia,East Asia & Pacific,High income,max,daughter,12.755982,13.684173,2.9116466,2.3871,0.74727273,3.3260379,1.0,0.95948821,0.78794831,0.53572071,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
143,Australia,East Asia & Pacific,High income,max,son,12.607253,13.596729,2.9719391,2.463474,0.74855822,3.3516083,1.0,0.9824819,0.84853262,0.41219959,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
144,Australia,East Asia & Pacific,High income,mom,all,11.280392,13.578749,3.3575447,2.4253283,0.78792489,3.9305232,0.95247787,0.97627777,0.83304131,0.54287344,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
145,Australia,East Asia & Pacific,High income,mom,daughter,11.460128,13.590825,3.2263522,2.3976254,0.77667707,3.7707512,0.83596313,0.96553832,0.79165417,0.6295647,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
146,Australia,East Asia & Pacific,High income,mom,son,11.090785,13.56601,3.4819353,2.4551702,0.79903698,4.088366,1.0,0.98923099,0.87474233,0.45937297,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
147,Australia,East Asia & Pacific,High income,avg,all,12.343802,13.622643,2.5417295,2.3616078,0.60502648,2.4891529,1.0,0.81589496,0.82133341,0.46266973,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
148,Australia,East Asia & Pacific,High income,avg,daughter,12.369667,13.769635,2.5025496,2.3366196,0.63143504,2.4910085,1.0,0.69573164,0.83298141,0.51677513,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
150,Australia,East Asia & Pacific,High income,dad,all,12.503854,13.604674,3.0303414,2.3637142,0.74865031,3.266634,1.0,0.91259462,0.84166276,0.49602681,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
151,Australia,East Asia & Pacific,High income,dad,daughter,12.544984,13.753859,3.0241916,2.3441482,0.76653427,3.366282,1.0,0.89781332,0.85294741,0.5578742,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
152,Australia,East Asia & Pacific,High income,dad,son,12.457392,13.436155,3.0377369,2.3752511,0.72878885,3.1559677,1.0,0.92715681,0.82980394,0.41730765,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
153,Australia,East Asia & Pacific,High income,max,all,13.376317,13.622643,2.5163567,2.3616078,0.66272563,2.6014256,1.0,0.852575,0.81185967,0.40764698,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
154,Australia,East Asia & Pacific,High income,max,daughter,13.454154,13.769635,2.4879518,2.3366196,0.67085201,2.5724883,1.0,0.6081568,0.82400179,0.44894692,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
156,Australia,East Asia & Pacific,High income,mom,all,12.185614,13.56253,2.9786627,2.3653712,0.72744709,3.2605028,1.0,0.95604551,0.83485389,0.48740062,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
157,Australia,East Asia & Pacific,High income,mom,daughter,12.205516,13.704091,2.9603484,2.3461387,0.76562011,3.3581464,1.0,0.90515995,0.84423709,0.59274668,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
158,Australia,East Asia & Pacific,High income,mom,son,12.163002,13.401701,3.0002441,2.3776693,0.68439656,3.150383,1.0,0.98948056,0.82353294,0.37151611,0.731,0.7,1.0,0.968,0.258,Australia and New Zealand,0.88,99,25705.0,1390.0,24
159,Austria,Europe & Central Asia,High income,avg,all,9.3441505,11.594309,3.635437,3.1915917,0.39042273,2.5103526,0.88769388,0.7551257,0.47047877,0.18392593,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
160,Austria,Europe & Central Asia,High income,avg,daughter,8.8235607,10.632913,3.3880136,2.7652056,0.3272019,1.9975979,1.0,0.6935479,0.36458889,0.10777877,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
161,Austria,Europe & Central Asia,High income,avg,son,9.9632092,12.737551,3.8230176,3.2900932,0.47194019,3.1715024,0.76975745,0.85206544,0.65296954,0.25837442,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
162,Austria,Europe & Central Asia,High income,dad,all,10.367435,11.589108,4.4392409,3.1731672,0.35598814,1.7185336,0.9251253,0.7525574,0.43878883,0.15664221,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
163,Austria,Europe & Central Asia,High income,dad,daughter,9.7630396,10.644156,4.0977387,2.7523849,0.28965238,1.2653885,1.0,0.68891579,0.31343988,0.091987632,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
164,Austria,Europe & Central Asia,High income,dad,son,11.086564,12.713444,4.7201986,3.2761114,0.44217998,2.3073173,0.81457335,0.85157889,0.62776327,0.22921436,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
165,Austria,Europe & Central Asia,High income,max,all,10.596878,11.594309,4.359858,3.1915917,0.33311039,1.5064712,0.88769388,0.73460066,0.4289144,0.14697897,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
166,Austria,Europe & Central Asia,High income,max,daughter,10.021194,10.632913,3.9838724,2.7652056,0.26653212,0.99360305,1.0,0.66023529,0.31997901,0.082501121,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
167,Austria,Europe & Central Asia,High income,max,son,11.281452,12.737551,4.6830988,3.2900932,0.42018664,2.1772399,0.76975745,0.84513783,0.604783,0.21999203,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
168,Austria,Europe & Central Asia,High income,mom,all,8.2939377,11.519695,3.6279094,3.1578116,0.55323952,3.3308825,0.94865501,0.77296489,0.61175168,0.25786683,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
169,Austria,Europe & Central Asia,High income,mom,daughter,7.8371143,10.559849,3.5482347,2.7133234,0.47258094,2.7747097,1.0,0.72064275,0.46934494,0.1483961,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
170,Austria,Europe & Central Asia,High income,mom,son,8.856616,12.701956,3.6508338,3.2674041,0.65547502,4.0358362,0.86519647,0.87098992,0.78935671,0.36155912,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
171,Austria,Europe & Central Asia,High income,avg,all,9.6048555,12.393821,3.4624219,3.1621633,0.42209083,3.0034375,0.85366392,0.81906897,0.59441584,0.19968058,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
172,Austria,Europe & Central Asia,High income,avg,daughter,9.4086008,11.903284,3.4992833,3.050673,0.37337145,2.7105401,1.0,0.79665107,0.4441267,0.1779571,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
173,Austria,Europe & Central Asia,High income,avg,son,9.8255301,12.945392,3.4112713,3.197886,0.47751468,3.3366413,0.58506948,0.85836941,0.75333673,0.22269091,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
174,Austria,Europe & Central Asia,High income,dad,all,10.454402,12.39154,3.929693,3.1964426,0.40737695,2.2626717,0.90907604,0.80971771,0.57033241,0.20889698,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
175,Austria,Europe & Central Asia,High income,dad,daughter,10.209157,11.903284,3.9658029,3.050673,0.36108607,2.0174463,1.0,0.79882675,0.45979479,0.15053733,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
176,Austria,Europe & Central Asia,High income,dad,son,10.725894,12.93205,3.8759906,3.2699637,0.45782182,2.5299025,0.80428112,0.82846177,0.69026464,0.26574793,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
177,Austria,Europe & Central Asia,High income,max,all,10.678572,12.393821,3.8651283,3.1621633,0.38485521,2.028475,0.85366392,0.80110389,0.57029146,0.19105436,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
178,Austria,Europe & Central Asia,High income,max,daughter,10.401048,11.903284,3.9264162,3.050673,0.34742424,1.814178,1.0,0.78106362,0.45073625,0.15819718,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
179,Austria,Europe & Central Asia,High income,max,son,10.990625,12.945392,3.7754719,3.197886,0.42723963,2.2711313,0.58506948,0.83834773,0.70302087,0.22465143,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
180,Austria,Europe & Central Asia,High income,mom,all,8.7546062,12.371383,3.6401556,3.1434133,0.60190815,3.7338016,0.97098386,0.84658676,0.70357853,0.28239474,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
181,Austria,Europe & Central Asia,High income,mom,daughter,8.593751,11.928732,3.5847907,3.024092,0.5423519,3.4018099,1.0,0.79432642,0.60635692,0.2533955,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
182,Austria,Europe & Central Asia,High income,mom,son,8.9356775,12.869669,3.6973102,3.2035644,0.67084402,4.1180797,0.94047433,0.91994298,0.81118697,0.31481415,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
183,Austria,Europe & Central Asia,High income,avg,all,10.237428,13.120306,3.1650293,3.1976833,0.42797107,3.0542948,1.0,0.8545807,0.6821965,0.24701943,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
184,Austria,Europe & Central Asia,High income,avg,daughter,10.223775,12.637652,3.2576444,3.2466359,0.38467839,2.593385,1.0,0.77749521,0.5826562,0.23910387,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
185,Austria,Europe & Central Asia,High income,avg,son,10.250758,13.591586,3.074909,3.0799284,0.47086638,3.5109744,1.0,0.95058537,0.76738685,0.25520533,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
186,Austria,Europe & Central Asia,High income,dad,all,11.043637,13.127869,3.6371045,3.2039783,0.41813743,2.405051,1.0,0.86752981,0.66029853,0.23977128,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
187,Austria,Europe & Central Asia,High income,dad,daughter,10.962574,12.6451,3.6196163,3.2421591,0.38644108,1.9966263,1.0,0.80212384,0.59843135,0.22427838,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
188,Austria,Europe & Central Asia,High income,dad,son,11.120903,13.588024,3.6553378,3.1007917,0.44871187,2.7990191,1.0,0.95357865,0.71465987,0.25484407,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
189,Austria,Europe & Central Asia,High income,max,all,11.290636,13.120306,3.5479913,3.1976833,0.39584887,2.1450789,1.0,0.83807003,0.6497497,0.23974998,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
190,Austria,Europe & Central Asia,High income,max,daughter,11.241742,12.637652,3.5350115,3.2466359,0.3537977,1.7056823,1.0,0.7490567,0.54166549,0.23113948,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
191,Austria,Europe & Central Asia,High income,max,son,11.338378,13.591586,3.563319,3.0799284,0.43747896,2.5800755,1.0,0.94582868,0.74455041,0.24851462,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
192,Austria,Europe & Central Asia,High income,mom,all,9.4631548,13.068853,3.3532734,3.189965,0.60611308,3.7007875,0.95835096,0.94170439,0.73701257,0.36752227,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
193,Austria,Europe & Central Asia,High income,mom,daughter,9.4845009,12.601197,3.4692395,3.2404695,0.53151429,3.2153454,0.93450212,0.88448358,0.61042744,0.34542817,0.777,0.665,1.0,0.97,0.473,Western Europe,0.91,100,32042.0,1764.0,13
